label,text,example
numpy.arange,Return evenly spaced values within a given interval.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mf"">0.5</span><span class=""p"">,</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">int</span><span class=""p"">)</span>
<span class=""go"">array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""o"">-</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">,</span> <span class=""mf"">0.5</span><span class=""p"">,</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">int</span><span class=""p"">)</span>
<span class=""go"">array([-3, -2, -1,  0,  1,  2,  3,  4,  5,  6,  7,  8])</span>
</pre>"
numpy.linspace,Return evenly spaced numbers over a specified interval.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">linspace</span><span class=""p"">(</span><span class=""mf"">2.0</span><span class=""p"">,</span> <span class=""mf"">3.0</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">5</span><span class=""p"">)</span>
<span class=""go"">array([2.  , 2.25, 2.5 , 2.75, 3.  ])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">linspace</span><span class=""p"">(</span><span class=""mf"">2.0</span><span class=""p"">,</span> <span class=""mf"">3.0</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">5</span><span class=""p"">,</span> <span class=""n"">endpoint</span><span class=""o"">=</span><span class=""kc"">False</span><span class=""p"">)</span>
<span class=""go"">array([2. ,  2.2,  2.4,  2.6,  2.8])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">linspace</span><span class=""p"">(</span><span class=""mf"">2.0</span><span class=""p"">,</span> <span class=""mf"">3.0</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">5</span><span class=""p"">,</span> <span class=""n"">retstep</span><span class=""o"">=</span><span class=""kc"">True</span><span class=""p"">)</span>
<span class=""go"">(array([2.  ,  2.25,  2.5 ,  2.75,  3.  ]), 0.25)</span>
</pre>"
numpy.logspace,Return numbers spaced evenly on a log scale.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">y</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">linspace</span><span class=""p"">(</span><span class=""n"">start</span><span class=""p"">,</span> <span class=""n"">stop</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""n"">num</span><span class=""p"">,</span> <span class=""n"">endpoint</span><span class=""o"">=</span><span class=""n"">endpoint</span><span class=""p"">)</span>
<span class=""gp"">... </span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">power</span><span class=""p"">(</span><span class=""n"">base</span><span class=""p"">,</span> <span class=""n"">y</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">astype</span><span class=""p"">(</span><span class=""n"">dtype</span><span class=""p"">)</span>
<span class=""gp"">... </span>
</pre>"
numpy.geomspace,Return numbers spaced evenly on a log scale (a geometric progression).,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">geomspace</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1000</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">4</span><span class=""p"">)</span>
<span class=""go"">array([    1.,    10.,   100.,  1000.])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">geomspace</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1000</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""n"">endpoint</span><span class=""o"">=</span><span class=""kc"">False</span><span class=""p"">)</span>
<span class=""go"">array([   1.,   10.,  100.])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">geomspace</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1000</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">4</span><span class=""p"">,</span> <span class=""n"">endpoint</span><span class=""o"">=</span><span class=""kc"">False</span><span class=""p"">)</span>
<span class=""go"">array([   1.        ,    5.62341325,   31.6227766 ,  177.827941  ])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">geomspace</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">256</span><span class=""p"">,</span> <span class=""n"">num</span><span class=""o"">=</span><span class=""mi"">9</span><span class=""p"">)</span>
<span class=""go"">array([   1.,    2.,    4.,    8.,   16.,   32.,   64.,  128.,  256.])</span>
</pre>"
numpy.meshgrid,Return coordinate matrices from coordinate vectors.,"<pre><span></span><span class=""n"">xv</span><span class=""p"">,</span> <span class=""n"">yv</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">meshgrid</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">,</span> <span class=""n"">y</span><span class=""p"">,</span> <span class=""n"">indexing</span><span class=""o"">=</span><span class=""s1"">'ij'</span><span class=""p"">)</span>
<span class=""k"">for</span> <span class=""n"">i</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""n"">nx</span><span class=""p"">):</span>
    <span class=""k"">for</span> <span class=""n"">j</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""n"">ny</span><span class=""p"">):</span>
        <span class=""c1""># treat xv[i,j], yv[i,j]</span>

<span class=""n"">xv</span><span class=""p"">,</span> <span class=""n"">yv</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">meshgrid</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">,</span> <span class=""n"">y</span><span class=""p"">,</span> <span class=""n"">indexing</span><span class=""o"">=</span><span class=""s1"">'xy'</span><span class=""p"">)</span>
<span class=""k"">for</span> <span class=""n"">i</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""n"">nx</span><span class=""p"">):</span>
    <span class=""k"">for</span> <span class=""n"">j</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""n"">ny</span><span class=""p"">):</span>
        <span class=""c1""># treat xv[j,i], yv[j,i]</span>
</pre>"
numpy.mgrid,nd_grid instance which returns a dense multi-dimensional “meshgrid”.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">mgrid</span><span class=""p"">[</span><span class=""mi"">0</span><span class=""p"">:</span><span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">:</span><span class=""mi"">5</span><span class=""p"">]</span>
<span class=""go"">array([[[0, 0, 0, 0, 0],</span>
<span class=""go"">        [1, 1, 1, 1, 1],</span>
<span class=""go"">        [2, 2, 2, 2, 2],</span>
<span class=""go"">        [3, 3, 3, 3, 3],</span>
<span class=""go"">        [4, 4, 4, 4, 4]],</span>
<span class=""go"">       [[0, 1, 2, 3, 4],</span>
<span class=""go"">        [0, 1, 2, 3, 4],</span>
<span class=""go"">        [0, 1, 2, 3, 4],</span>
<span class=""go"">        [0, 1, 2, 3, 4],</span>
<span class=""go"">        [0, 1, 2, 3, 4]]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">mgrid</span><span class=""p"">[</span><span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">:</span><span class=""mi"">1</span><span class=""p"">:</span><span class=""mi"">5</span><span class=""n"">j</span><span class=""p"">]</span>
<span class=""go"">array([-1. , -0.5,  0. ,  0.5,  1. ])</span>
</pre>"
numpy.ogrid,nd_grid instance which returns an open multi-dimensional “meshgrid”.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">from</span> <span class=""nn"">numpy</span> <span class=""kn"">import</span> <span class=""n"">ogrid</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">ogrid</span><span class=""p"">[</span><span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">:</span><span class=""mi"">1</span><span class=""p"">:</span><span class=""mi"">5</span><span class=""n"">j</span><span class=""p"">]</span>
<span class=""go"">array([-1. , -0.5,  0. ,  0.5,  1. ])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">ogrid</span><span class=""p"">[</span><span class=""mi"">0</span><span class=""p"">:</span><span class=""mi"">5</span><span class=""p"">,</span><span class=""mi"">0</span><span class=""p"">:</span><span class=""mi"">5</span><span class=""p"">]</span>
<span class=""go"">[array([[0],</span>
<span class=""go"">        [1],</span>
<span class=""go"">        [2],</span>
<span class=""go"">        [3],</span>
<span class=""go"">        [4]]), array([[0, 1, 2, 3, 4]])]</span>
</pre>"
numpy.diag,Extract a diagonal or construct a diagonal array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">9</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span>
<span class=""go"">array([[0, 1, 2],</span>
<span class=""go"">       [3, 4, 5],</span>
<span class=""go"">       [6, 7, 8]])</span>
</pre>"
numpy.diagflat,Create a two-dimensional array with the flattened input as a diagonal.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">diagflat</span><span class=""p"">([[</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">3</span><span class=""p"">,</span><span class=""mi"">4</span><span class=""p"">]])</span>
<span class=""go"">array([[1, 0, 0, 0],</span>
<span class=""go"">       [0, 2, 0, 0],</span>
<span class=""go"">       [0, 0, 3, 0],</span>
<span class=""go"">       [0, 0, 0, 4]])</span>
</pre>"
numpy.tri,An array with ones at and below the given diagonal and zeros elsewhere.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">tri</span><span class=""p"">(</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">int</span><span class=""p"">)</span>
<span class=""go"">array([[1, 1, 1, 0, 0],</span>
<span class=""go"">       [1, 1, 1, 1, 0],</span>
<span class=""go"">       [1, 1, 1, 1, 1]])</span>
</pre>"
numpy.tril,Lower triangle of an array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">tril</span><span class=""p"">([[</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">],[</span><span class=""mi"">4</span><span class=""p"">,</span><span class=""mi"">5</span><span class=""p"">,</span><span class=""mi"">6</span><span class=""p"">],[</span><span class=""mi"">7</span><span class=""p"">,</span><span class=""mi"">8</span><span class=""p"">,</span><span class=""mi"">9</span><span class=""p"">],[</span><span class=""mi"">10</span><span class=""p"">,</span><span class=""mi"">11</span><span class=""p"">,</span><span class=""mi"">12</span><span class=""p"">]],</span> <span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">)</span>
<span class=""go"">array([[ 0,  0,  0],</span>
<span class=""go"">       [ 4,  0,  0],</span>
<span class=""go"">       [ 7,  8,  0],</span>
<span class=""go"">       [10, 11, 12]])</span>
</pre>"
numpy.triu,Upper triangle of an array.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">triu</span><span class=""p"">([[</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">],[</span><span class=""mi"">4</span><span class=""p"">,</span><span class=""mi"">5</span><span class=""p"">,</span><span class=""mi"">6</span><span class=""p"">],[</span><span class=""mi"">7</span><span class=""p"">,</span><span class=""mi"">8</span><span class=""p"">,</span><span class=""mi"">9</span><span class=""p"">],[</span><span class=""mi"">10</span><span class=""p"">,</span><span class=""mi"">11</span><span class=""p"">,</span><span class=""mi"">12</span><span class=""p"">]],</span> <span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">)</span>
<span class=""go"">array([[ 1,  2,  3],</span>
<span class=""go"">       [ 4,  5,  6],</span>
<span class=""go"">       [ 0,  8,  9],</span>
<span class=""go"">       [ 0,  0, 12]])</span>
</pre>"
